"Name_of_Satellite,_Alternate_Names"	Country/Org_of_UN_Registry	Country_of_Operator_Owner	Operator_Owner	Users	Purpose	Detailed_Purpose	Class_of_Orbit	Type_of_Orbit	Longitude_of_GEO_(degrees)	Perigee_(km)	Apogee_(km)	Eccentricity	Inclination_(degrees)	Period_(minutes)	Launch_Mass_(kg.)	Dry_Mass_(kg.)	Power_(watts)	Date_of_Launch	Expected_Lifetime	Contractor	Country_of_Contractor	Launch_Site	Launch_Vehicle	COSPAR_Number	NORAD_Number	Comments		Source_Used_for_Orbital_Data	Source	Source	Source	Source	Source	Source																																																																																																																																																																																																																											
Iridium_62_(Iridium_SV062)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/4/7	8_yrs.	Motorola_Satellite_Communications_Group	USA	Baikonur_Cosmodrome	Proton_K	1998-021A	25285			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_64_(Iridium_SV064)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/4/7	8_yrs.	Motorola_Satellite_Communications_Group	USA	Baikonur_Cosmodrome	Proton_K	1998-021C	25287			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_65_(Iridium_SV065)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/4/7	8_yrs.	Motorola_Satellite_Communications_Group	USA	Baikonur_Cosmodrome	Proton_K	1998-021D	25288			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_66_(Iridium_SV066)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/4/7	8_yrs.	Motorola_Satellite_Communications_Group	USA	Baikonur_Cosmodrome	Proton_K	1998-021E	25289			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_67_(Iridium_SV067)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/4/7	8_yrs.	Motorola_Satellite_Communications_Group	USA	Baikonur_Cosmodrome	Proton_K	1998-021F	25290			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_68_(Iridium_SV068)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/4/7	8_yrs.	Motorola_Satellite_Communications_Group	USA	Baikonur_Cosmodrome	Proton_K	1998-021G	25291			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx534.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_7_(Iridium_SV007)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1997/5/5	8_yrs.	Motorola_Satellite_Communications_Group	USA	Vandenberg_AFB	Delta_2_7920	1997-020B	24793			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx523.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_70_(Iridium_SV070)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.3	100.4	689	556	"1,400_(EOL)"	1998/5/17	8_yrs.	Motorola_Satellite_Communications_Group	USA	Vandenberg_AFB	Delta_2_7920	1998-032A	25342			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx535.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_72_(Iridium_SV072)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/5/17	8_yrs.	Motorola_Satellite_Communications_Group	USA	Vandenberg_AFB	Delta_2_7920	1998-032B	25343			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx535.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_74_(Iridium_SV074)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	747	751	2.81E-04	86.5	99.8	689	556	"1,400_(EOL)"	1998/5/17	8_yrs.	Motorola_Satellite_Communications_Group	USA	Vandenberg_AFB	Delta_2_7920	1998-032D	25345			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx535.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_75_(Iridium_SV075)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/5/17	8_yrs.	Motorola_Satellite_Communications_Group	USA	Vandenberg_AFB	Delta_2_7920	1998-032E	25346			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx535.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_76_(Iridium_SV076)	China	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	780	2.80E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/8/19	8_yrs.	Motorola_Satellite_Communications_Group	USA	Taiyuan_Launch_Center	Long_March_2C	1998-048B	25432	"Spare;_stored_in_667_km_storage_orbit,_not_raised_to_780_km_operational_orbit_until_needed"		www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx538.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_77_(Iridium_SV077)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	780	2.80E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/9/8	8_yrs.	Motorola_Satellite_Communications_Group	USA	Vandenberg_AFB	Delta_2_7920	1998-051E	25471			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx539.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_8_(Iridium_SV008)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1997/5/5	8_yrs.	Motorola_Satellite_Communications_Group	USA	Vandenberg_AFB	Delta_2_7920	1997-020A	24792			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx523.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_80_(Iridium_SV080)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/9/8	8_yrs.	Motorola_Satellite_Communications_Group	USA	Vandenberg_AFB	Delta_2_7920	1998-051C	25469			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx539.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_81_(Iridium_SV081)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/9/8	8_yrs.	Motorola_Satellite_Communications_Group	USA	Vandenberg_AFB	Delta_2_7920	1998-051B	25468	"Spare;_stored_in_667_km_storage_orbit,_not_raised_to_780_km_operational_orbit_until_needed"		www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx539.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
Iridium_82_(Iridium_SV082)	USA	USA	Iridium_Satellite_LLC	Government/Commercial	Communications		LEO	Polar	0	776	779	2.10E-04	86.4	100.4	689	556	"1,400_(EOL)"	1998/9/8	8_yrs.	Motorola_Satellite_Communications_Group	USA	Vandenberg_AFB	Delta_2_7920	1998-051A	25467			www.satellitedebris.net_12/12	samadhi.jpl.nasa.gov	http://members.ozemail.com/au/~lbrash/satellites/iridium.html	http://www.iridium.com/corp/iri_corp-understand.asp	http://nssdc.gsfc.nasa.gov/spacewarn/spx539.html	http://www.itu.int/osg/spu/seminars/de%20weck/de%20weck%20presentation_01072004.pdf	http://com.uvigo.es/asignaturas/scvs/trabajos/curso0001/biblio/ICO/SISTEMA%20ICO.htm																																																																																																																																																																																																																											
